,Unnamed: 0,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
9229,9229,participant_33,4,8,6,589,posture,Left_Close_180_On,1567454989153,1567454990063,1567454990063,1946,1058,3004,23,0,False,On,0,Close,Left,word
9231,9231,participant_33,4,8,7,591,posture,Left_Close_180_Below,1567454991151,1567454991964,1567454991964,843,1457,2300,23,0,False,Below,0,Close,Left,click
9233,9233,participant_33,4,8,8,593,posture,Left_Close_180_Beside,1567454993451,1567454994496,1567454994496,1075,1022,2097,19,0,False,Beside,0,Close,Left,click
9235,9235,participant_33,4,8,9,595,posture,Left_Open_0_On,1567454996386,1567454997563,1567454997563,2045,990,3035,20,7,False,On,180,Open,Left,word
9237,9237,participant_33,4,8,10,597,posture,Left_Open_0_Below,1567454999516,1567455000400,1567455000400,1847,1354,3201,17,3,False,Below,180,Open,Left,word
9239,9239,participant_33,4,8,11,599,posture,Left_Open_0_Beside,1567455001786,1567455004664,1567455004664,2910,1389,4299,23,4,False,Beside,180,Open,Left,click
9241,9241,participant_33,4,8,12,601,posture,Left_Open_90_On,1567455007382,1567455008461,1567455008461,2408,1658,4066,18,4,False,On,90,Open,Left,word
9243,9243,participant_33,4,8,13,603,posture,Left_Open_90_Below,1567455010150,1567455011002,1567455011002,883,1120,2003,28,0,False,Below,90,Open,Left,click
9245,9245,participant_33,4,8,14,605,posture,Left_Open_90_Beside,1567455013618,1567455014497,1567455014497,2375,1058,3433,28,0,False,Beside,90,Open,Left,word
9247,9247,participant_33,4,8,15,607,posture,Left_Open_180_On,1567455015584,1567455016498,1567455016498,943,1288,2231,2,0,False,On,0,Open,Left,click
9249,9249,participant_33,4,8,16,609,posture,Left_Open_180_Below,1567455019850,1567455020929,1567455020929,3143,988,4131,19,4,False,Below,0,Open,Left,word
9251,9251,participant_33,4,8,17,611,posture,Left_Open_180_Beside,1567455022718,1567455023734,1567455023734,1817,1252,3069,20,9,False,Beside,0,Open,Left,word
9253,9253,participant_33,4,8,18,613,posture,Right_Close_0_On,1567455025019,1567455026167,1567455026167,1181,1218,2399,20,11,False,On,180,Close,Right,click
9255,9255,participant_33,4,8,19,615,posture,Right_Close_0_Below,1567455027420,1567455029095,1567455029095,1710,1127,2837,28,0,False,Below,180,Close,Right,click
9257,9257,participant_33,4,8,20,617,posture,Right_Close_0_Beside,1567455030953,1567455032263,1567455032263,2041,1093,3134,24,3,False,Beside,180,Close,Right,word
9259,9259,participant_33,4,8,21,619,posture,Right_Close_90_On,1567455033387,1567455036265,1567455036265,2909,1219,4128,30,0,False,On,90,Close,Right,click
9261,9261,participant_33,4,8,22,621,posture,Right_Close_90_Below,1567455040984,1567455041931,1567455041931,4447,1121,5568,24,3,False,Below,90,Close,Right,word
9263,9263,participant_33,4,8,23,623,posture,Right_Close_90_Beside,1567455043086,1567455044229,1567455044229,1177,1123,2300,27,4,False,Beside,90,Close,Right,click
9265,9265,participant_33,4,8,24,625,posture,Right_Close_180_On,1567455045389,1567455046632,1567455046632,1280,1091,2371,24,8,False,On,0,Close,Right,click
9267,9267,participant_33,4,8,25,627,posture,Right_Close_180_Below,1567455047755,1567455048766,1567455048766,1043,1121,2164,12,0,False,Below,0,Close,Right,click
9269,9269,participant_33,4,8,26,629,posture,Right_Close_180_Beside,1567455050822,1567455051965,1567455051965,2078,1190,3268,20,11,False,Beside,0,Close,Right,word
9271,9271,participant_33,4,8,27,631,posture,Right_Open_0_On,1567455053189,1567455054267,1567455054267,1112,1089,2201,27,0,False,On,180,Open,Right,click
9273,9273,participant_33,4,8,28,633,posture,Right_Open_0_Below,1567455056520,1567455057599,1567455057599,2243,954,3197,26,4,False,Below,180,Open,Right,word
9275,9275,participant_33,4,8,29,635,posture,Right_Open_0_Beside,1567455059521,1567455060566,1567455060566,2013,1387,3400,20,4,False,Beside,180,Open,Right,word
9277,9277,participant_33,4,8,30,637,posture,Right_Open_90_On,1567455061985,1567455062966,1567455062966,1013,922,1935,24,4,False,On,90,Open,Right,click
9279,9279,participant_33,4,8,31,639,posture,Right_Open_90_Below,1567455065221,1567455065633,1567455065633,1745,1188,2933,9,6,False,Below,90,Open,Right,word
9281,9281,participant_33,4,8,32,641,posture,Right_Open_90_Beside,1567455067385,1567455068831,1567455068831,2010,1190,3200,24,4,False,Beside,90,Open,Right,word
9283,9283,participant_33,4,8,33,643,posture,Right_Open_180_On,1567455070053,1567455071232,1567455071232,1211,1058,2269,25,8,False,On,0,Open,Right,click
9285,9285,participant_33,4,8,34,645,posture,Right_Open_180_Below,1567455073487,1567455073768,1567455073768,1478,1520,2998,8,0,False,Below,0,Open,Right,word
9287,9287,participant_33,4,8,35,647,posture,Right_Open_180_Beside,1567455075321,1567455076367,1567455076367,1079,0,1079,17,13,False,Beside,0,Open,Right,click
9361,9361,participant_42,0,0,0,1,posture,Left_Close_0_On,1567707602978,1567707604625,1567707604625,1672,1721,3393,26,4,False,On,180,Close,Left,click
9363,9363,participant_42,0,0,1,3,posture,Left_Close_0_Below,1567707608813,1567707610390,1567707610390,4044,2722,6766,24,0,False,Below,180,Close,Left,word
9365,9365,participant_42,0,0,2,5,posture,Left_Close_0_Beside,1567707613147,1567707614625,1567707614625,1513,2220,3733,29,0,False,Beside,180,Close,Left,click
9369,9369,participant_42,0,0,4,9,posture,Left_Close_90_Below,1567707626115,1567707627556,1567707627556,2409,1824,4233,26,4,False,Below,90,Close,Left,word
9371,9371,participant_42,0,0,5,11,posture,Left_Close_90_Beside,1567707629412,1567707631022,1567707631022,1642,2028,3670,24,0,False,Beside,90,Close,Left,click
9373,9373,participant_42,0,0,6,13,posture,Left_Close_180_On,1567707633847,1567707635727,1567707635727,2677,1852,4529,28,8,False,On,0,Close,Left,word
9375,9375,participant_42,0,0,7,15,posture,Left_Close_180_Below,1567707637613,1567707640293,1567707640293,2714,2290,5004,25,9,False,Below,0,Close,Left,click
9377,9377,participant_42,0,0,8,17,posture,Left_Close_180_Beside,1567707642610,1567707644593,1567707644593,2010,1320,3330,32,4,False,Beside,0,Close,Left,click
9379,9379,participant_42,0,0,9,19,posture,Left_Open_0_On,1567707647047,1567707648492,1567707648492,2579,1487,4066,26,0,False,On,180,Open,Left,word
9381,9381,participant_42,0,0,10,21,posture,Left_Open_0_Below,1567707651778,1567707655024,1567707655024,5045,2622,7667,25,15,False,Below,180,Open,Left,word
9383,9383,participant_42,0,0,11,23,posture,Left_Open_0_Beside,1567707657682,1567707660227,1567707660227,2581,1585,4166,23,0,False,Beside,180,Open,Left,click
9385,9385,participant_42,0,0,12,25,posture,Left_Open_90_On,1567707663047,1567707664395,1567707664395,2583,3122,5705,21,2,False,On,90,Open,Left,word
9387,9387,participant_42,0,0,13,27,posture,Left_Open_90_Below,1567707667546,1567707667757,1567707667757,240,2158,2398,5,0,False,Below,90,Open,Left,click
9389,9389,participant_42,0,0,14,29,posture,Left_Open_90_Beside,1567707670946,1567707672027,1567707672027,2112,2185,4297,28,0,False,Beside,90,Open,Left,word
9391,9391,participant_42,0,0,15,31,posture,Left_Open_180_On,1567707674246,1567707675624,1567707675624,1412,1422,2834,2,0,False,On,0,Open,Left,click
9393,9393,participant_42,0,0,16,33,posture,Left_Open_180_Below,1567707677879,1567707679394,1567707679394,2348,1523,3871,19,13,False,Below,0,Open,Left,word
9395,9395,participant_42,0,0,17,35,posture,Left_Open_180_Beside,1567707681748,1567707683293,1567707683293,2376,1757,4133,23,9,False,Beside,0,Open,Left,word
9397,9397,participant_42,0,0,18,37,posture,Right_Close_0_On,1567707685081,1567707687759,1567707687759,2709,2521,5230,31,0,False,On,180,Close,Right,click
9399,9399,participant_42,0,0,19,39,posture,Right_Close_0_Below,1567707690313,1567707691661,1567707691661,1381,1486,2867,29,0,False,Below,180,Close,Right,click
9401,9401,participant_42,0,0,20,41,posture,Right_Close_0_Beside,1567707694248,1567707695731,1567707695731,2584,2587,5171,24,3,False,Beside,180,Close,Right,word
9403,9403,participant_42,0,0,21,43,posture,Right_Close_90_On,1567707698348,1567707700458,1567707700458,2140,1789,3929,22,8,False,On,90,Close,Right,click
9405,9405,participant_42,0,0,22,45,posture,Right_Close_90_Below,1567707704049,1567707706929,1567707706929,4682,2356,7038,16,12,False,Below,90,Close,Right,word
9407,9407,participant_42,0,0,23,47,posture,Right_Close_90_Beside,1567707709317,1567707710529,1567707710529,1244,2057,3301,23,4,False,Beside,90,Close,Right,click
9409,9409,participant_42,0,0,24,49,posture,Right_Close_180_On,1567707712615,1567707714358,1567707714358,1772,1723,3495,13,15,False,On,0,Close,Right,click
9411,9411,participant_42,0,0,25,51,posture,Right_Close_180_Below,1567707716115,1567707719094,1567707719094,3013,2190,5203,29,20,False,Below,0,Close,Right,click
9413,9413,participant_42,0,0,26,53,posture,Right_Close_180_Beside,1567707721950,1567707723229,1567707723229,1945,1219,3164,22,8,False,Beside,0,Close,Right,word
9415,9415,participant_42,0,0,27,55,posture,Right_Open_0_On,1567707724483,1567707725799,1567707725799,1351,1352,2703,28,0,False,On,180,Open,Right,click
9417,9417,participant_42,0,0,28,57,posture,Right_Open_0_Below,1567707729086,1567707730593,1567707730593,3442,1356,4798,25,8,False,Below,180,Open,Right,word
9419,9419,participant_42,0,0,29,59,posture,Right_Open_0_Beside,1567707733118,1567707734432,1567707734432,2483,1452,3935,20,4,False,Beside,180,Open,Right,word
9421,9421,participant_42,0,0,30,61,posture,Right_Open_90_On,1567707735917,1567707736965,1567707736965,1081,1353,2434,23,4,False,On,90,Open,Right,click
9423,9423,participant_42,0,0,31,63,posture,Right_Open_90_Below,1567707739050,1567707740061,1567707740061,1743,1587,3330,9,8,False,Below,90,Open,Right,word
9425,9425,participant_42,0,0,32,65,posture,Right_Open_90_Beside,1567707742382,1567707743527,1567707743527,1879,2025,3904,20,4,False,Beside,90,Open,Right,word
9427,9427,participant_42,0,0,33,67,posture,Right_Open_180_On,1567707745583,1567707746863,1567707746863,1311,1422,2733,25,8,False,On,0,Open,Right,click
9429,9429,participant_42,0,0,34,69,posture,Right_Open_180_Below,1567707751015,1567707752296,1567707752296,4011,1686,5697,16,14,False,Below,0,Open,Right,word
9431,9431,participant_42,0,0,35,71,posture,Right_Open_180_Beside,1567707754014,1567707755293,1567707755293,1311,0,1311,25,5,False,Beside,0,Open,Right,click
9505,9505,participant_42,1,2,0,145,posture,Left_Close_0_On,1567708014323,1567708015805,1567708015805,1514,1621,3135,33,0,False,On,180,Close,Left,click
9507,9507,participant_42,1,2,1,147,posture,Left_Close_0_Below,1567708018395,1567708019806,1567708019806,2380,1654,4034,31,0,False,Below,180,Close,Left,word
9509,9509,participant_42,1,2,2,149,posture,Left_Close_0_Beside,1567708021491,1567708024303,1567708024303,2843,1692,4535,28,0,False,Beside,180,Close,Left,click
9511,9511,participant_42,1,2,3,151,posture,Left_Close_90_On,1567708027027,1567708028303,1567708028303,2308,1356,3664,24,4,False,On,90,Close,Left,word
9513,9513,participant_42,1,2,4,153,posture,Left_Close_90_Below,1567708030491,1567708031869,1567708031869,2210,1389,3599,23,8,False,Below,90,Close,Left,word
9515,9515,participant_42,1,2,5,155,posture,Left_Close_90_Beside,1567708033294,1567708034370,1567708034370,1112,1058,2170,28,0,False,Beside,90,Close,Left,click
9517,9517,participant_42,1,2,6,157,posture,Left_Close_180_On,1567708036159,1567708037473,1567708037473,2045,1789,3834,19,11,False,On,0,Close,Left,word
9519,9519,participant_42,1,2,7,159,posture,Left_Close_180_Below,1567708039291,1567708040440,1567708040440,1178,2152,3330,20,6,False,Below,0,Close,Left,click
9521,9521,participant_42,1,2,8,161,posture,Left_Close_180_Beside,1567708042629,1567708043736,1567708043736,1144,1656,2800,20,0,False,Beside,0,Close,Left,click
9523,9523,participant_42,1,2,9,163,posture,Left_Open_0_On,1567708046195,1567708047740,1567708047740,2348,1119,3467,29,0,False,On,180,Open,Left,word
9525,9525,participant_42,1,2,10,165,posture,Left_Open_0_Below,1567708052927,1567708055404,1567708055404,6545,1622,8167,27,8,False,Below,180,Open,Left,word
9527,9527,participant_42,1,2,11,167,posture,Left_Open_0_Beside,1567708057060,1567708058506,1567708058506,1480,1023,2503,23,4,False,Beside,180,Open,Left,click
9529,9529,participant_42,1,2,12,169,posture,Left_Open_90_On,1567708060162,1567708061309,1567708061309,1780,1486,3266,28,0,False,On,90,Open,Left,word
9531,9531,participant_42,1,2,13,171,posture,Left_Open_90_Below,1567708062829,1567708062908,1567708062908,113,1452,1565,3,0,False,Below,90,Open,Left,click
9533,9533,participant_42,1,2,14,173,posture,Left_Open_90_Beside,1567708065159,1567708066544,1567708066544,2184,1321,3505,28,0,False,Beside,90,Open,Left,word
9535,9535,participant_42,1,2,15,175,posture,Left_Open_180_On,1567708067895,1567708069073,1567708069073,1208,988,2196,15,18,False,On,0,Open,Left,click
9537,9537,participant_42,1,2,16,177,posture,Left_Open_180_Below,1567708071059,1567708072306,1567708072306,2245,1087,3332,23,6,False,Below,0,Open,Left,word
9539,9539,participant_42,1,2,17,179,posture,Left_Open_180_Beside,1567708073994,1567708075339,1567708075339,1946,1692,3638,20,12,False,Beside,0,Open,Left,word
9541,9541,participant_42,1,2,18,181,posture,Right_Close_0_On,1567708077061,1567708079506,1567708079506,2475,1725,4200,30,4,False,On,180,Close,Right,click
9543,9543,participant_42,1,2,19,183,posture,Right_Close_0_Below,1567708081260,1567708082441,1567708082441,1210,1190,2400,23,0,False,Below,180,Close,Right,click
9545,9545,participant_42,1,2,20,185,posture,Right_Close_0_Beside,1567708084596,1567708086272,1567708086272,2641,2222,4863,24,3,False,Beside,180,Close,Right,word
9547,9547,participant_42,1,2,21,187,posture,Right_Close_90_On,1567708088528,1567708090710,1567708090710,2216,1788,4004,30,0,False,On,90,Close,Right,click
9551,9551,participant_42,1,2,23,191,posture,Right_Close_90_Beside,1567708102195,1567708103572,1567708103572,1407,1660,3067,27,4,False,Beside,90,Close,Right,click
9553,9553,participant_42,1,2,24,193,posture,Right_Close_180_On,1567708105261,1567708106675,1567708106675,1443,1191,2634,24,4,False,On,0,Close,Right,click
9555,9555,participant_42,1,2,25,195,posture,Right_Close_180_Below,1567708107898,1567708108910,1567708108910,1044,1221,2265,26,0,False,Below,0,Close,Right,click
9557,9557,participant_42,1,2,26,197,posture,Right_Close_180_Beside,1567708112230,1567708113509,1567708113509,3378,1522,4900,15,18,False,Beside,0,Close,Right,word
9559,9559,participant_42,1,2,27,199,posture,Right_Open_0_On,1567708115061,1567708116175,1567708116175,1144,990,2134,28,0,False,On,180,Open,Right,click
9561,9561,participant_42,1,2,28,201,posture,Right_Open_0_Below,1567708117797,1567708118843,1567708118843,1678,1156,2834,28,0,False,Below,180,Open,Right,word
9563,9563,participant_42,1,2,29,203,posture,Right_Open_0_Beside,1567708121863,1567708122842,1567708122842,2843,1490,4333,14,12,False,Beside,180,Open,Right,word
9565,9565,participant_42,1,2,30,205,posture,Right_Open_90_On,1567708124362,1567708125508,1567708125508,1176,1188,2364,25,4,False,On,90,Open,Right,click
9567,9567,participant_42,1,2,31,207,posture,Right_Open_90_Below,1567708128599,1567708130042,1567708130042,3346,1221,4567,9,8,False,Below,90,Open,Right,word
9569,9569,participant_42,1,2,32,209,posture,Right_Open_90_Beside,1567708132595,1567708133644,1567708133644,2381,1587,3968,27,3,False,Beside,90,Open,Right,word
9571,9571,participant_42,1,2,33,211,posture,Right_Open_180_On,1567708135265,1567708136178,1567708136178,947,1155,2102,14,0,False,On,0,Open,Right,click
9573,9573,participant_42,1,2,34,213,posture,Right_Open_180_Below,1567708137999,1567708138975,1567708138975,1642,1655,3297,23,4,False,Below,0,Open,Right,word
9575,9575,participant_42,1,2,35,215,posture,Right_Open_180_Beside,1567708140662,1567708141774,1567708141774,1144,0,1144,17,15,False,Beside,0,Open,Right,click
9649,9649,participant_42,2,4,0,289,posture,Left_Close_0_On,1567708298534,1567708299812,1567708299812,1310,1193,2503,27,0,False,On,180,Close,Left,click
9651,9651,participant_42,2,4,1,291,posture,Left_Close_0_Below,1567708301768,1567708303182,1567708303182,2177,2122,4299,31,0,False,Below,180,Close,Left,word
9653,9653,participant_42,2,4,2,293,posture,Left_Close_0_Beside,1567708305337,1567708306580,1567708306580,1276,955,2231,28,0,False,Beside,180,Close,Left,click
9655,9655,participant_42,2,4,3,295,posture,Left_Close_90_On,1567708308234,1567708309380,1567708309380,1845,1423,3268,16,0,False,On,90,Close,Left,word
9657,9657,participant_42,2,4,4,297,posture,Left_Close_90_Below,1567708311504,1567708313280,1567708313280,2477,1459,3936,28,1,False,Below,90,Close,Left,word
9659,9659,participant_42,2,4,5,299,posture,Left_Close_90_Beside,1567708314767,1567708316715,1567708316715,1976,1091,3067,10,0,False,Beside,90,Close,Left,click
9661,9661,participant_42,2,4,6,301,posture,Left_Close_180_On,1567708318503,1567708319581,1567708319581,1775,1524,3299,22,7,False,On,0,Close,Left,word
9663,9663,participant_42,2,4,7,303,posture,Left_Close_180_Below,1567708321136,1567708322116,1567708322116,1011,1490,2501,19,9,False,Below,0,Close,Left,click
9665,9665,participant_42,2,4,8,305,posture,Left_Close_180_Beside,1567708323637,1567708324782,1567708324782,1176,1025,2201,18,10,False,Beside,0,Close,Left,click
9667,9667,participant_42,2,4,9,307,posture,Left_Open_0_On,1567708327135,1567708328951,1567708328951,3144,1084,4228,29,0,False,On,180,Open,Left,word
9669,9669,participant_42,2,4,10,309,posture,Left_Open_0_Below,1567708331701,1567708331882,1567708331882,1847,1691,3538,4,1,False,Below,180,Open,Left,word
9671,9671,participant_42,2,4,11,311,posture,Left_Open_0_Beside,1567708333606,1567708334880,1567708334880,1307,1659,2966,23,0,False,Beside,180,Open,Left,click
9673,9673,participant_42,2,4,12,313,posture,Left_Open_90_On,1567708337368,1567708338348,1567708338348,1809,1525,3334,28,0,False,On,90,Open,Left,word
9675,9675,participant_42,2,4,13,315,posture,Left_Open_90_Below,1567708339902,1567708340616,1567708340616,743,1124,1867,24,0,False,Below,90,Open,Left,click
9677,9677,participant_42,2,4,14,317,posture,Left_Open_90_Beside,1567708342438,1567708343749,1567708343749,2009,1188,3197,28,0,False,Beside,90,Open,Left,word
